Source: http://www.hockey-reference.com/leagues/NHL_2014_games.html
Date,Visitor,G,Home,G,,Notes
2014-02-03,Vancouver Canucks,0,Detroit Red Wings,2,,
2014-02-03,Chicago Blackhawks,5,Los Angeles Kings,3,,
2014-02-03,Colorado Avalanche,2,New Jersey Devils,1,OT,
2014-02-03,Ottawa Senators,1,Pittsburgh Penguins,2,OT,
2014-02-03,Philadelphia Flyers,5,San Jose Sharks,2,,
2014-02-04,Vancouver Canucks,1,Boston Bruins,3,,
2014-02-04,Winnipeg Jets,2,Carolina Hurricanes,1,,
2014-02-04,Toronto Maple Leafs,1,Florida Panthers,4,,
2014-02-04,Tampa Bay Lightning,1,Minnesota Wild,2,,
2014-02-04,Calgary Flames,0,Montreal Canadiens,2,,
2014-02-04,Colorado Avalanche,1,New York Rangers,5,,
2014-02-04,Dallas Stars,3,Phoenix Coyotes,1,,
2014-02-04,Ottawa Senators,5,St. Louis Blues,4,SO,
2014-02-04,New York Islanders,1,Washington Capitals,0,,
2014-02-05,Chicago Blackhawks,2,Anaheim Ducks,0,,
2014-02-05,Pittsburgh Penguins,5,Buffalo Sabres,1,,
2014-02-05,Dallas Stars,1,San Jose Sharks,2,OT,
2014-02-06,Detroit Red Wings,3,Florida Panthers,1,,
2014-02-06,Columbus Blue Jackets,1,Los Angeles Kings,2,OT,
2014-02-06,Nashville Predators,2,Minnesota Wild,3,OT,
2014-02-06,Vancouver Canucks,2,Montreal Canadiens,5,,
2014-02-06,Calgary Flames,4,New York Islanders,2,,
2014-02-06,Edmonton Oilers,2,New York Rangers,1,,
2014-02-06,Buffalo Sabres,2,Ottawa Senators,3,,
2014-02-06,Colorado Avalanche,1,Philadelphia Flyers,3,,
2014-02-06,Boston Bruins,2,St. Louis Blues,3,OT,
2014-02-06,Toronto Maple Leafs,4,Tampa Bay Lightning,1,,
2014-02-06,Winnipeg Jets,2,Washington Capitals,4,,
2014-02-07,Florida Panthers,1,Carolina Hurricanes,5,,
2014-02-07,Edmonton Oilers,1,New Jersey Devils,2,OT,
2014-02-07,Chicago Blackhawks,0,Phoenix Coyotes,2,,
2014-02-07,New York Rangers,4,Pittsburgh Penguins,3,SO,
2014-02-07,Columbus Blue Jackets,2,San Jose Sharks,3,,
2014-02-08,Ottawa Senators,2,Boston Bruins,7,,
2014-02-08,Montreal Canadiens,4,Carolina Hurricanes,1,,
2014-02-08,Phoenix Coyotes,1,Dallas Stars,2,,
2014-02-08,Anaheim Ducks,5,Nashville Predators,2,,
2014-02-08,Colorado Avalanche,5,New York Islanders,2,,
2014-02-08,Calgary Flames,1,Philadelphia Flyers,2,,
2014-02-08,Winnipeg Jets,3,St. Louis Blues,4,SO,
2014-02-08,Detroit Red Wings,2,Tampa Bay Lightning,4,,
2014-02-08,Vancouver Canucks,1,Toronto Maple Leafs,3,,
2014-02-08,New Jersey Devils,0,Washington Capitals,3,,
2014-02-25,Carolina Hurricanes,2,Buffalo Sabres,3,,Make-up game for blizzard on 2014-01-07
2014-02-26,Boston Bruins,4,Buffalo Sabres,5,OT,
2014-02-26,Los Angeles Kings,6,Colorado Avalanche,4,,
2014-02-26,Detroit Red Wings,2,Montreal Canadiens,1,OT,
2014-02-26,St. Louis Blues,0,Vancouver Canucks,1,,
2014-02-27,Los Angeles Kings,2,Calgary Flames,0,,
2014-02-27,Carolina Hurricanes,1,Dallas Stars,4,,
2014-02-27,Minnesota Wild,3,Edmonton Oilers,0,,
2014-02-27,Washington Capitals,5,Florida Panthers,4,,
2014-02-27,Columbus Blue Jackets,2,New Jersey Devils,5,,
2014-02-27,Tampa Bay Lightning,2,Nashville Predators,3,,
2014-02-27,Toronto Maple Leafs,4,New York Islanders,5,OT,
2014-02-27,Chicago Blackhawks,1,New York Rangers,2,,
2014-02-27,Detroit Red Wings,6,Ottawa Senators,1,,
2014-02-27,San Jose Sharks,7,Philadelphia Flyers,3,,
2014-02-27,Montreal Canadiens,6,Pittsburgh Penguins,5,SO,
2014-02-27,Phoenix Coyotes,2,Winnipeg Jets,3,SO,
2014-02-28,St. Louis Blues,0,Anaheim Ducks,1,,
2014-02-28,San Jose Sharks,2,Buffalo Sabres,4,,
2014-02-28,Phoenix Coyotes,2,Colorado Avalanche,4,,
2014-02-28,Minnesota Wild,2,Vancouver Canucks,1,SO,
2014-03-01,Washington Capitals,4,Boston Bruins,2,,
2014-03-01,Florida Panthers,3,Columbus Blue Jackets,6,,
2014-03-01,Pittsburgh Penguins,1,Chicago Blackhawks,5,,NHL Stadium Series
2014-03-01,Tampa Bay Lightning,4,Dallas Stars,2,,
2014-03-01,Calgary Flames,2,Edmonton Oilers,1,OT,
2014-03-01,Carolina Hurricanes,1,Los Angeles Kings,3,,
2014-03-01,Toronto Maple Leafs,3,Montreal Canadiens,4,OT,
2014-03-01,Winnipeg Jets,3,Nashville Predators,1,,
2014-03-01,New Jersey Devils,6,New York Islanders,1,,
2014-03-01,New York Rangers,2,Philadelphia Flyers,4,,
2014-03-02,Carolina Hurricanes,3,Anaheim Ducks,5,,
2014-03-02,Tampa Bay Lightning,3,Colorado Avalanche,6,,
2014-03-02,San Jose Sharks,4,New Jersey Devils,2,,
2014-03-02,Florida Panthers,5,New York Islanders,3,,
2014-03-02,Boston Bruins,6,New York Rangers,3,,
2014-03-02,St. Louis Blues,4,Phoenix Coyotes,2,,
2014-03-02,Ottawa Senators,4,Vancouver Canucks,2,,NHL Heritage Classic
2014-03-02,Philadelphia Flyers,5,Washington Capitals,4,OT,
2014-03-03,Buffalo Sabres,2,Dallas Stars,3,,
2014-03-03,Montreal Canadiens,1,Los Angeles Kings,2,,
2014-03-03,Calgary Flames,2,Minnesota Wild,3,,
2014-03-03,Columbus Blue Jackets,2,Toronto Maple Leafs,1,,
2014-03-04,Florida Panthers,1,Boston Bruins,4,,
2014-03-04,Dallas Stars,2,Columbus Blue Jackets,4,,
2014-03-04,Colorado Avalanche,4,Chicago Blackhawks,2,,
2014-03-04,Ottawa Senators,2,Edmonton Oilers,3,,
2014-03-04,Detroit Red Wings,3,New Jersey Devils,4,,
2014-03-04,Pittsburgh Penguins,3,Nashville Predators,1,,
2014-03-04,Vancouver Canucks,0,Phoenix Coyotes,1,,
2014-03-04,Carolina Hurricanes,3,San Jose Sharks,2,OT,
2014-03-04,Tampa Bay Lightning,2,St. Louis Blues,4,,
2014-03-04,New York Islanders,3,Winnipeg Jets,2,OT,
2014-03-05,Montreal Canadiens,4,Anaheim Ducks,3,SO,
2014-03-05,Ottawa Senators,1,Calgary Flames,4,,
2014-03-05,Toronto Maple Leafs,3,New York Rangers,2,OT,
2014-03-05,Washington Capitals,4,Philadelphia Flyers,6,,
2014-03-06,Washington Capitals,0,Boston Bruins,3,,
2014-03-06,Columbus Blue Jackets,1,Chicago Blackhawks,6,,
2014-03-06,Vancouver Canucks,1,Dallas Stars,6,,
2014-03-06,Colorado Avalanche,3,Detroit Red Wings,2,OT,
2014-03-06,New York Islanders,2,Edmonton Oilers,3,OT,
2014-03-06,St. Louis Blues,2,Nashville Predators,1,,
2014-03-06,Montreal Canadiens,2,Phoenix Coyotes,5,,
2014-03-06,Pittsburgh Penguins,3,San Jose Sharks,5,,
2014-03-06,Buffalo Sabres,3,Tampa Bay Lightning,1,,
2014-03-06,Los Angeles Kings,3,Winnipeg Jets,1,,
2014-03-07,Pittsburgh Penguins,3,Anaheim Ducks,2,SO,
2014-03-07,New York Rangers,4,Carolina Hurricanes,2,,
2014-03-07,New York Islanders,3,Calgary Flames,4,,
2014-03-07,New Jersey Devils,4,Detroit Red Wings,7,,
2014-03-07,Buffalo Sabres,0,Florida Panthers,2,,
2014-03-08,St. Louis Blues,2,Colorado Avalanche,1,,
2014-03-08,Minnesota Wild,3,Dallas Stars,4,,
2014-03-08,Carolina Hurricanes,4,New Jersey Devils,5,,
2014-03-08,Columbus Blue Jackets,1,Nashville Predators,0,,
2014-03-08,Montreal Canadiens,0,San Jose Sharks,4,,
2014-03-08,Boston Bruins,4,Tampa Bay Lightning,3,SO,
2014-03-08,Philadelphia Flyers,3,Toronto Maple Leafs,4,OT,
2014-03-08,Calgary Flames,1,Vancouver Canucks,2,,
2014-03-08,Ottawa Senators,5,Winnipeg Jets,3,,
2014-03-08,Phoenix Coyotes,2,Washington Capitals,3,,
2014-03-09,Chicago Blackhawks,2,Buffalo Sabres,1,,
2014-03-09,Los Angeles Kings,4,Edmonton Oilers,2,,
2014-03-09,Boston Bruins,5,Florida Panthers,2,,
2014-03-09,St. Louis Blues,3,Minnesota Wild,2,SO,
2014-03-09,Detroit Red Wings,0,New York Rangers,3,,
2014-03-10,Toronto Maple Leafs,3,Anaheim Ducks,1,,
2014-03-10,Los Angeles Kings,3,Calgary Flames,2,,
2014-03-10,Winnipeg Jets,2,Colorado Avalanche,3,OT,
2014-03-10,Columbus Blue Jackets,,Dallas Stars,,,Game postponed until 2014-04-09 (Medical Emergency)
2014-03-10,Nashville Predators,4,Ottawa Senators,3,OT,
2014-03-10,Phoenix Coyotes,4,Tampa Bay Lightning,3,SO,
2014-03-10,New York Islanders,7,Vancouver Canucks,4,,
2014-03-10,Pittsburgh Penguins,3,Washington Capitals,2,,
2014-03-11,Nashville Predators,4,Buffalo Sabres,1,,
2014-03-11,New York Rangers,1,Carolina Hurricanes,3,,
2014-03-11,Detroit Red Wings,1,Columbus Blue Jackets,4,,
2014-03-11,Phoenix Coyotes,3,Florida Panthers,1,,
2014-03-11,Edmonton Oilers,4,Minnesota Wild,3,SO,
2014-03-11,New Jersey Devils,2,Philadelphia Flyers,1,,
2014-03-11,Washington Capitals,0,Pittsburgh Penguins,2,,
2014-03-11,Toronto Maple Leafs,2,San Jose Sharks,6,,
2014-03-11,Dallas Stars,3,St. Louis Blues,2,OT,
2014-03-12,Anaheim Ducks,2,Calgary Flames,7,,
2014-03-12,Chicago Blackhawks,2,Colorado Avalanche,3,,
2014-03-12,Boston Bruins,4,Montreal Canadiens,1,,
2014-03-12,Vancouver Canucks,3,Winnipeg Jets,2,SO,
2014-03-13,Phoenix Coyotes,1,Boston Bruins,2,,
2014-03-13,Buffalo Sabres,2,Carolina Hurricanes,4,,
2014-03-13,San Jose Sharks,4,Columbus Blue Jackets,3,SO,
2014-03-13,Toronto Maple Leafs,3,Los Angeles Kings,2,,
2014-03-13,New York Rangers,1,Minnesota Wild,2,,
2014-03-13,Edmonton Oilers,2,St. Louis Blues,6,,
2014-03-13,Florida Panthers,4,Tampa Bay Lightning,5,,
2014-03-14,Nashville Predators,3,Chicago Blackhawks,2,,
2014-03-14,Anaheim Ducks,6,Colorado Avalanche,4,,
2014-03-14,Calgary Flames,4,Dallas Stars,3,SO,
2014-03-14,Edmonton Oilers,1,Detroit Red Wings,2,SO,
2014-03-14,New Jersey Devils,3,Florida Panthers,5,,
2014-03-14,San Jose Sharks,4,New York Islanders,3,,
2014-03-14,New York Rangers,4,Winnipeg Jets,2,,
2014-03-14,Vancouver Canucks,3,Washington Capitals,4,,
2014-03-15,Carolina Hurricanes,1,Boston Bruins,5,,
2014-03-15,Anaheim Ducks,2,Los Angeles Kings,1,,
2014-03-15,Columbus Blue Jackets,2,Minnesota Wild,1,SO,
2014-03-15,Ottawa Senators,4,Montreal Canadiens,5,OT,
2014-03-15,St. Louis Blues,4,Nashville Predators,1,,
2014-03-15,Buffalo Sabres,1,New York Islanders,4,,
2014-03-15,Pittsburgh Penguins,0,Philadelphia Flyers,4,,
2014-03-15,Calgary Flames,2,Phoenix Coyotes,3,,
2014-03-15,New Jersey Devils,0,Tampa Bay Lightning,3,,
2014-03-16,Montreal Canadiens,2,Buffalo Sabres,0,,
2014-03-16,Edmonton Oilers,2,Carolina Hurricanes,1,,
2014-03-16,Detroit Red Wings,1,Chicago Blackhawks,4,,
2014-03-16,Vancouver Canucks,4,Florida Panthers,3,SO,
2014-03-16,San Jose Sharks,1,New York Rangers,0,,
2014-03-16,Colorado Avalanche,3,Ottawa Senators,1,,
2014-03-16,Philadelphia Flyers,4,Pittsburgh Penguins,3,,
2014-03-16,Dallas Stars,2,Winnipeg Jets,7,,
2014-03-16,Toronto Maple Leafs,2,Washington Capitals,4,,
2014-03-17,Minnesota Wild,1,Boston Bruins,4,,
2014-03-17,Phoenix Coyotes,4,Los Angeles Kings,3,,
2014-03-17,Winnipeg Jets,1,St. Louis Blues,3,,
2014-03-17,Vancouver Canucks,3,Tampa Bay Lightning,4,,
2014-03-18,Washington Capitals,3,Anaheim Ducks,2,,
2014-03-18,Carolina Hurricanes,3,Columbus Blue Jackets,1,,
2014-03-18,Buffalo Sabres,1,Calgary Flames,3,,
2014-03-18,Toronto Maple Leafs,2,Detroit Red Wings,3,,
2014-03-18,Nashville Predators,1,Edmonton Oilers,5,,
2014-03-18,Colorado Avalanche,3,Montreal Canadiens,6,,
2014-03-18,Boston Bruins,4,New Jersey Devils,2,,
2014-03-18,Minnesota Wild,6,New York Islanders,0,,
2014-03-18,New York Rangers,8,Ottawa Senators,4,,
2014-03-18,Chicago Blackhawks,2,Philadelphia Flyers,3,OT,
2014-03-18,Dallas Stars,1,Pittsburgh Penguins,5,,
2014-03-18,Florida Panthers,3,San Jose Sharks,2,,
2014-03-19,St. Louis Blues,0,Chicago Blackhawks,4,,
2014-03-19,Tampa Bay Lightning,5,Toronto Maple Leafs,3,,
2014-03-19,Nashville Predators,0,Vancouver Canucks,2,,
2014-03-19,Colorado Avalanche,4,Winnipeg Jets,5,OT,
2014-03-20,Pittsburgh Penguins,4,Detroit Red Wings,5,OT,
2014-03-20,Buffalo Sabres,3,Edmonton Oilers,1,,
2014-03-20,Washington Capitals,1,Los Angeles Kings,2,SO,
2014-03-20,Columbus Blue Jackets,3,Montreal Canadiens,2,,
2014-03-20,Minnesota Wild,3,New Jersey Devils,4,OT,
2014-03-20,Tampa Bay Lightning,5,Ottawa Senators,4,,
2014-03-20,Dallas Stars,2,Philadelphia Flyers,4,,
2014-03-20,Florida Panthers,1,Phoenix Coyotes,2,,
2014-03-20,Anaheim Ducks,2,San Jose Sharks,3,,
2014-03-21,New York Rangers,3,Columbus Blue Jackets,1,,
2014-03-21,Nashville Predators,6,Calgary Flames,5,,
2014-03-21,Carolina Hurricanes,2,Chicago Blackhawks,3,,
2014-03-21,Boston Bruins,2,Colorado Avalanche,0,,
2014-03-22,Ottawa Senators,1,Dallas Stars,3,,
2014-03-22,Calgary Flames,8,Edmonton Oilers,1,,
2014-03-22,Florida Panthers,0,Los Angeles Kings,4,,
2014-03-22,Detroit Red Wings,3,Minnesota Wild,2,,
2014-03-22,New York Rangers,2,New Jersey Devils,0,,
2014-03-22,St. Louis Blues,1,Philadelphia Flyers,4,,
2014-03-22,Boston Bruins,4,Phoenix Coyotes,2,,
2014-03-22,Tampa Bay Lightning,3,Pittsburgh Penguins,4,OT,
2014-03-22,Washington Capitals,3,San Jose Sharks,2,SO,
2014-03-22,Montreal Canadiens,4,Toronto Maple Leafs,3,,
2014-03-22,Carolina Hurricanes,3,Winnipeg Jets,2,,
2014-03-23,Florida Panthers,2,Anaheim Ducks,6,,
2014-03-23,Nashville Predators,2,Chicago Blackhawks,0,,
2014-03-23,Minnesota Wild,4,Detroit Red Wings,3,OT,
2014-03-23,Toronto Maple Leafs,2,New Jersey Devils,3,,
2014-03-23,Columbus Blue Jackets,0,New York Islanders,2,,
2014-03-23,St. Louis Blues,1,Pittsburgh Penguins,0,,
2014-03-23,Buffalo Sabres,2,Vancouver Canucks,4,,
2014-03-24,Montreal Canadiens,2,Boston Bruins,1,SO,
2014-03-24,San Jose Sharks,1,Calgary Flames,2,SO,
2014-03-24,Winnipeg Jets,1,Dallas Stars,2,,
2014-03-24,Phoenix Coyotes,3,New York Rangers,4,OT,
2014-03-24,Los Angeles Kings,3,Philadelphia Flyers,2,,
2014-03-24,Ottawa Senators,4,Tampa Bay Lightning,3,SO,
2014-03-25,New York Islanders,5,Carolina Hurricanes,4,,
2014-03-25,Detroit Red Wings,2,Columbus Blue Jackets,4,,
2014-03-25,Dallas Stars,2,Chicago Blackhawks,4,,
2014-03-25,San Jose Sharks,5,Edmonton Oilers,2,,
2014-03-25,Ottawa Senators,2,Florida Panthers,3,SO,
2014-03-25,Buffalo Sabres,0,Montreal Canadiens,2,,
2014-03-25,Colorado Avalanche,5,Nashville Predators,4,SO,
2014-03-25,Phoenix Coyotes,3,Pittsburgh Penguins,2,,
2014-03-25,St. Louis Blues,5,Toronto Maple Leafs,3,,
2014-03-25,Los Angeles Kings,5,Washington Capitals,4,SO,
2014-03-26,Anaheim Ducks,3,Calgary Flames,2,,
2014-03-26,Vancouver Canucks,5,Minnesota Wild,2,,
2014-03-26,Philadelphia Flyers,1,New York Rangers,3,,
2014-03-27,Chicago Blackhawks,0,Boston Bruins,3,,
2014-03-27,Vancouver Canucks,2,Colorado Avalanche,3,OT,
2014-03-27,Montreal Canadiens,5,Detroit Red Wings,4,,
2014-03-27,Carolina Hurricanes,3,Florida Panthers,0,,
2014-03-27,Phoenix Coyotes,3,New Jersey Devils,2,SO,
2014-03-27,Buffalo Sabres,1,Nashville Predators,6,,
2014-03-27,Los Angeles Kings,3,Pittsburgh Penguins,2,,
2014-03-27,Winnipeg Jets,4,San Jose Sharks,3,,
2014-03-27,Minnesota Wild,1,St. Louis Blues,5,,
2014-03-27,New York Islanders,2,Tampa Bay Lightning,3,SO,
2014-03-28,Pittsburgh Penguins,2,Columbus Blue Jackets,1,,
2014-03-28,New York Rangers,3,Calgary Flames,4,,
2014-03-28,Nashville Predators,3,Dallas Stars,7,,
2014-03-28,Anaheim Ducks,3,Edmonton Oilers,4,OT,
2014-03-28,Chicago Blackhawks,3,Ottawa Senators,5,,
2014-03-28,Toronto Maple Leafs,2,Philadelphia Flyers,4,,
2014-03-29,Tampa Bay Lightning,4,Buffalo Sabres,3,OT,
2014-03-29,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT,
2014-03-29,San Jose Sharks,2,Colorado Avalanche,3,,
2014-03-29,Montreal Canadiens,4,Florida Panthers,1,,
2014-03-29,Winnipeg Jets,2,Los Angeles Kings,4,,
2014-03-29,New Jersey Devils,1,New York Islanders,2,SO,
2014-03-29,Minnesota Wild,3,Phoenix Coyotes,1,,
2014-03-29,Dallas Stars,4,St. Louis Blues,2,,
2014-03-29,Detroit Red Wings,4,Toronto Maple Leafs,2,,
2014-03-29,Anaheim Ducks,5,Vancouver Canucks,1,,
2014-03-29,Boston Bruins,4,Washington Capitals,2,,
2014-03-30,Tampa Bay Lightning,2,Detroit Red Wings,3,,
2014-03-30,New York Rangers,5,Edmonton Oilers,0,,
2014-03-30,Washington Capitals,3,Nashville Predators,4,SO,
2014-03-30,Calgary Flames,3,Ottawa Senators,6,,
2014-03-30,Boston Bruins,4,Philadelphia Flyers,3,SO,
2014-03-30,Chicago Blackhawks,1,Pittsburgh Penguins,4,,
2014-03-31,Winnipeg Jets,4,Anaheim Ducks,5,OT,
2014-03-31,Minnesota Wild,3,Los Angeles Kings,2,,
2014-03-31,Florida Panthers,3,New Jersey Devils,6,,
2014-03-31,Carolina Hurricanes,1,Ottawa Senators,2,SO,
2014-04-01,New Jersey Devils,2,Buffalo Sabres,3,SO,
2014-04-01,Colorado Avalanche,3,Columbus Blue Jackets,2,OT,
2014-04-01,Florida Panthers,2,New York Islanders,4,,
2014-04-01,Winnipeg Jets,2,Phoenix Coyotes,1,SO,
2014-04-01,Carolina Hurricanes,4,Pittsburgh Penguins,1,,
2014-04-01,Edmonton Oilers,4,San Jose Sharks,5,,
2014-04-01,Philadelphia Flyers,0,St. Louis Blues,1,SO,
2014-04-01,Montreal Canadiens,1,Tampa Bay Lightning,3,,
2014-04-01,Calgary Flames,2,Toronto Maple Leafs,3,,
2014-04-01,New York Rangers,3,Vancouver Canucks,1,,
2014-04-01,Dallas Stars,5,Washington Capitals,0,,
2014-04-02,Edmonton Oilers,2,Anaheim Ducks,3,,
2014-04-02,Boston Bruins,2,Detroit Red Wings,3,,
2014-04-02,Phoenix Coyotes,0,Los Angeles Kings,4,,
2014-04-02,New York Islanders,2,Ottawa Senators,1,,
2014-04-03,Dallas Stars,1,Carolina Hurricanes,4,,
2014-04-03,Minnesota Wild,2,Chicago Blackhawks,3,SO,
2014-04-03,New York Rangers,2,Colorado Avalanche,3,SO,
2014-04-03,Columbus Blue Jackets,2,Philadelphia Flyers,0,,
2014-04-03,Los Angeles Kings,1,San Jose Sharks,2,,
2014-04-03,Buffalo Sabres,1,St. Louis Blues,2,,
2014-04-03,Calgary Flames,4,Tampa Bay Lightning,1,,
2014-04-03,Boston Bruins,3,Toronto Maple Leafs,4,OT,
2014-04-03,Pittsburgh Penguins,4,Winnipeg Jets,2,,
2014-04-04,Nashville Predators,5,Anaheim Ducks,2,,
2014-04-04,Chicago Blackhawks,4,Columbus Blue Jackets,3,,
2014-04-04,Buffalo Sabres,2,Detroit Red Wings,3,,
2014-04-04,Calgary Flames,2,Florida Panthers,1,,
2014-04-04,Washington Capitals,1,New Jersey Devils,2,,
2014-04-04,Montreal Canadiens,7,Ottawa Senators,4,,
2014-04-04,Edmonton Oilers,3,Phoenix Coyotes,2,SO,
2014-04-05,Philadelphia Flyers,2,Boston Bruins,5,,
2014-04-05,New Jersey Devils,3,Carolina Hurricanes,1,,
2014-04-05,Pittsburgh Penguins,0,Minnesota Wild,4,,
2014-04-05,Detroit Red Wings,3,Montreal Canadiens,5,,
2014-04-05,Washington Capitals,4,New York Islanders,3,SO,
2014-04-05,Ottawa Senators,3,New York Rangers,2,,
2014-04-05,Nashville Predators,3,San Jose Sharks,0,,
2014-04-05,Colorado Avalanche,4,St. Louis Blues,0,,
2014-04-05,Dallas Stars,5,Tampa Bay Lightning,2,,
2014-04-05,Winnipeg Jets,4,Toronto Maple Leafs,2,,
2014-04-05,Los Angeles Kings,1,Vancouver Canucks,2,,
2014-04-06,New York Islanders,0,Columbus Blue Jackets,4,,
2014-04-06,St. Louis Blues,2,Chicago Blackhawks,4,,
2014-04-06,Pittsburgh Penguins,3,Colorado Avalanche,2,SO,
2014-04-06,Anaheim Ducks,2,Edmonton Oilers,4,,
2014-04-06,Dallas Stars,2,Florida Panthers,3,,
2014-04-06,Buffalo Sabres,2,Philadelphia Flyers,5,,
2014-04-07,Calgary Flames,1,New Jersey Devils,0,,
2014-04-07,Anaheim Ducks,3,Vancouver Canucks,0,,
2014-04-07,Minnesota Wild,1,Winnipeg Jets,0,,
2014-04-08,Detroit Red Wings,4,Buffalo Sabres,2,,
2014-04-08,Phoenix Coyotes,3,Columbus Blue Jackets,4,OT,
2014-04-08,Nashville Predators,2,Dallas Stars,3,SO,
2014-04-08,Colorado Avalanche,4,Edmonton Oilers,1,,
2014-04-08,Philadelphia Flyers,5,Florida Panthers,2,,
2014-04-08,Boston Bruins,3,Minnesota Wild,4,SO,
2014-04-08,Ottawa Senators,4,New York Islanders,1,,
2014-04-08,Carolina Hurricanes,1,New York Rangers,4,,
2014-04-08,Washington Capitals,4,St. Louis Blues,1,,
2014-04-08,Toronto Maple Leafs,0,Tampa Bay Lightning,3,,
2014-04-09,San Jose Sharks,2,Anaheim Ducks,5,,
2014-04-09,Los Angeles Kings,3,Calgary Flames,4,SO,
2014-04-09,Montreal Canadiens,2,Chicago Blackhawks,3,OT,
2014-04-09,Columbus Blue Jackets,3,Dallas Stars,1,,Make-up game for postponed 2014-03-10 game
2014-04-09,Detroit Red Wings,3,Pittsburgh Penguins,4,SO,
2014-04-10,Washington Capitals,5,Carolina Hurricanes,2,,
2014-04-10,Los Angeles Kings,3,Edmonton Oilers,0,,
2014-04-10,Toronto Maple Leafs,2,Florida Panthers,4,,
2014-04-10,St. Louis Blues,2,Minnesota Wild,4,,
2014-04-10,New York Islanders,2,Montreal Canadiens,0,,
2014-04-10,Phoenix Coyotes,0,Nashville Predators,2,,
2014-04-10,Buffalo Sabres,1,New York Rangers,2,,
2014-04-10,New Jersey Devils,1,Ottawa Senators,2,SO,
2014-04-10,Philadelphia Flyers,2,Tampa Bay Lightning,4,,
2014-04-10,Colorado Avalanche,4,Vancouver Canucks,2,,
2014-04-10,Boston Bruins,1,Winnipeg Jets,2,SO,
2014-04-11,Winnipeg Jets,5,Calgary Flames,3,,
2014-04-11,St. Louis Blues,0,Dallas Stars,3,,
2014-04-11,Carolina Hurricanes,2,Detroit Red Wings,1,,
2014-04-11,New York Islanders,3,New Jersey Devils,2,SO,
2014-04-11,Colorado Avalanche,1,San Jose Sharks,5,,
2014-04-11,Columbus Blue Jackets,2,Tampa Bay Lightning,3,,
2014-04-11,Chicago Blackhawks,0,Washington Capitals,4,,
2014-04-12,Buffalo Sabres,1,Boston Bruins,4,,
2014-04-12,Vancouver Canucks,2,Edmonton Oilers,5,,
2014-04-12,Columbus Blue Jackets,3,Florida Panthers,2,,
2014-04-12,Anaheim Ducks,4,Los Angeles Kings,3,SO,
2014-04-12,New York Rangers,0,Montreal Canadiens,1,OT,
2014-04-12,Chicago Blackhawks,5,Nashville Predators,7,,
2014-04-12,Toronto Maple Leafs,0,Ottawa Senators,1,,
2014-04-12,San Jose Sharks,3,Phoenix Coyotes,2,,
2014-04-12,Philadelphia Flyers,4,Pittsburgh Penguins,3,OT,
2014-04-13,Colorado Avalanche,2,Anaheim Ducks,3,OT,
2014-04-13,New York Islanders,4,Buffalo Sabres,3,SO,
2014-04-13,Nashville Predators,7,Minnesota Wild,3,,
2014-04-13,Boston Bruins,2,New Jersey Devils,3,,
2014-04-13,Carolina Hurricanes,6,Philadelphia Flyers,5,SO,
2014-04-13,Dallas Stars,1,Phoenix Coyotes,2,,
2014-04-13,Ottawa Senators,3,Pittsburgh Penguins,2,SO,
2014-04-13,Detroit Red Wings,3,St. Louis Blues,0,,
2014-04-13,Calgary Flames,1,Vancouver Canucks,5,,
2014-04-13,Tampa Bay Lightning,1,Washington Capitals,0,SO,
